customerid,gender,seniorcitizen,partner,dependents,age,tenure,busines_loan,multiplebusinessloans,creditline,online_banking,mortgage,stocks,forex,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn_within_a_month,satisfactory_onboarding_form,preds
3533,Female,0,No,No,51,15,Yes,No,B,No,No,No,Yes,A,Yes,Electronic check,59.45,892.65,Yes,1,False
3534,Female,0,No,No,39,10,Yes,No,No,,No,No online banking,No online banking,B,Yes,Mailed check,19.8,198.25,No,5,False
3535,Female,0,No,Yes,54,46,Yes,No,A,Yes,Yes,Yes,Yes,B,Yes,Bank transfer (automatic),105.2,4822.85,Yes,5,False
3536,Male,0,Yes,Yes,32,64,Yes,Yes,A,No,Yes,Yes,Yes,C,Yes,Credit card (automatic),109.2,6741.15,No,1,False
3537,Female,0,No,No,24,1,Yes,Yes,A,No,No,No,No,A,Yes,Mailed check,79.15,79.15,No,5,True
3538,Male,0,Yes,Yes,25,25,Yes,No,B,No,No,No,No,B,No,Mailed check,53.65,1355.45,No,4,False
3539,Male,0,Yes,Yes,57,71,Yes,No,A,Yes,Yes,Yes,No,C,No,Credit card (automatic),100.2,7209.0,No,3,False
3540,Male,0,No,No,25,8,Yes,No,B,No,No,No,No,A,Yes,Mailed check,45.15,438.4,Yes,1,False
3541,Female,0,Yes,Yes,39,72,Yes,No,A,Yes,Yes,Yes,Yes,C,Yes,Bank transfer (automatic),108.65,7726.35,No,5,False
3542,Female,0,Yes,No,29,49,No,,B,Yes,No,Yes,No,A,No,Bank transfer (automatic),40.65,2070.75,No,4,False
3543,Male,0,Yes,Yes,34,29,No,,B,Yes,Yes,No,Yes,B,Yes,Credit card (automatic),55.35,1636.95,No,1,False
3544,Male,0,Yes,No,49,72,Yes,Yes,A,Yes,Yes,No,Yes,C,No,Bank transfer (automatic),105.6,7581.5,No,3,False
3545,Male,0,Yes,No,49,31,Yes,Yes,A,No,No,Yes,No,A,No,Electronic check,93.8,3019.5,Yes,4,False
3546,Female,0,No,No,56,50,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,95.7,4729.75,No,1,True
3547,Male,0,Yes,No,46,71,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Electronic check,83.2,6126.1,No,3,False
3548,Male,1,Yes,No,85,70,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Credit card (automatic),90.05,6333.4,No,2,False
3549,Male,0,No,No,23,71,Yes,Yes,A,Yes,Yes,No,Yes,B,No,Credit card (automatic),97.65,6687.85,No,5,False
3550,Male,0,Yes,Yes,48,61,Yes,No,B,Yes,Yes,No,No,C,Yes,Bank transfer (automatic),68.05,4158.25,No,4,False
3551,Male,0,No,No,24,32,Yes,No,A,No,Yes,Yes,Yes,A,Yes,Electronic check,96.2,3183.4,Yes,2,True
3552,Female,0,No,Yes,47,1,Yes,No,A,No,No,No,Yes,A,Yes,Electronic check,79.6,79.6,Yes,5,True
3553,Male,0,No,No,19,68,Yes,Yes,A,Yes,No,No,Yes,C,Yes,Bank transfer (automatic),102.1,7149.35,No,3,False
3554,Male,0,No,No,36,62,Yes,Yes,No,,No,No online banking,No online banking,C,No,Bank transfer (automatic),23.4,1429.65,No,5,False
3555,Female,0,No,Yes,26,7,Yes,No,A,No,No,No,No,A,Yes,Electronic check,71.05,472.65,No,2,True
3556,Male,0,No,No,31,20,Yes,Yes,A,No,No,Yes,No,A,Yes,Electronic check,85.25,1734.5,Yes,2,True
3557,Male,0,Yes,Yes,18,6,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,19.45,113.5,No,4,False
3558,Female,1,No,No,78,33,No,,B,Yes,No,Yes,Yes,A,Yes,Bank transfer (automatic),59.45,1884.65,No,4,False
3559,Male,0,Yes,Yes,29,28,Yes,Yes,A,No,No,Yes,Yes,B,No,Bank transfer (automatic),92.2,2568.15,No,4,False
3560,Male,0,No,No,25,27,Yes,No,No,,No,No online banking,No online banking,C,No,Credit card (automatic),19.85,470.0,No,3,False
3561,Male,0,No,No,55,7,Yes,No,B,No,No,No,No,A,No,Mailed check,43.9,278.4,No,5,False
3562,Male,0,No,No,46,26,Yes,Yes,A,No,Yes,No,No,A,Yes,Electronic check,80.5,2088.8,Yes,5,True
3563,Male,1,No,No,98,5,Yes,Yes,A,No,No,No,Yes,A,Yes,Electronic check,89.8,502.6,Yes,2,True
3564,Male,1,No,No,63,30,Yes,Yes,A,Yes,No,No,Yes,A,Yes,Credit card (automatic),90.5,2595.85,No,4,True
3565,Male,0,No,No,32,63,Yes,Yes,A,No,No,No,Yes,B,No,Credit card (automatic),90.45,5825.5,No,5,False
3566,Male,0,No,No,52,1,Yes,No,B,No,No,No,No,A,Yes,Electronic check,50.75,50.75,Yes,3,True
3567,Female,0,No,Yes,21,53,Yes,Yes,B,No,Yes,Yes,Yes,B,Yes,Electronic check,84.6,4449.75,No,3,False
3568,Female,0,Yes,Yes,38,14,Yes,No,A,No,Yes,No,Yes,A,Yes,Credit card (automatic),89.65,1208.35,Yes,1,True
3569,Female,0,No,No,45,21,Yes,No,A,No,Yes,Yes,Yes,A,Yes,Bank transfer (automatic),99.15,1956.4,No,1,True
3570,Male,0,No,No,39,17,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,19.95,310.6,No,4,False
3571,Male,0,Yes,Yes,53,16,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,20.5,290.55,No,1,False
3572,Female,0,No,No,21,35,Yes,No,B,No,No,No,Yes,A,Yes,Electronic check,62.1,2096.1,No,4,False
3573,Female,1,No,No,64,32,Yes,No,A,No,No,No,Yes,A,Yes,Electronic check,79.5,2665.0,No,3,True
3574,Female,0,Yes,Yes,30,28,Yes,No,No,,No,No online banking,No online banking,A,Yes,Bank transfer (automatic),19.55,543.8,No,4,False
3575,Female,0,No,No,35,1,Yes,No,No,,No,No online banking,No online banking,A,Yes,Mailed check,20.35,20.35,No,3,True
3576,Male,0,No,No,44,59,No,,B,No,Yes,Yes,Yes,A,Yes,Electronic check,51.7,3005.8,No,4,False
3577,Female,0,Yes,Yes,33,72,Yes,Yes,No,,No,No online banking,No online banking,B,Yes,Bank transfer (automatic),23.3,1623.15,No,2,False
3578,Male,0,No,No,54,36,Yes,No,B,No,Yes,No,Yes,B,Yes,Mailed check,65.4,2498.4,Yes,4,False
3579,Female,0,No,No,28,40,Yes,No,B,Yes,No,Yes,No,A,No,Mailed check,65.1,2586.0,No,3,False
3580,Male,0,Yes,Yes,54,40,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,81.2,3292.3,No,2,True
3581,Female,0,No,Yes,40,9,Yes,No,B,No,Yes,Yes,Yes,A,Yes,Mailed check,72.9,651.4,Yes,2,False
3582,Male,0,Yes,Yes,21,63,Yes,No,B,Yes,Yes,Yes,No,C,No,Credit card (automatic),74.5,4674.55,No,4,False
3583,Female,0,No,No,39,3,Yes,No,A,No,No,Yes,No,A,Yes,Electronic check,80.5,232.35,No,1,True
3584,Male,0,Yes,Yes,22,40,No,,B,No,Yes,Yes,Yes,B,No,Mailed check,60.3,2448.5,No,3,False
3585,Male,0,Yes,No,55,8,Yes,No,A,Yes,No,No,No,A,Yes,Mailed check,75.0,658.1,No,4,True
3586,Male,1,Yes,No,97,34,Yes,No,A,Yes,Yes,Yes,No,B,No,Mailed check,90.15,3128.8,No,3,False
3587,Male,0,No,No,40,5,No,,B,Yes,Yes,No,No,A,No,Mailed check,40.0,223.45,Yes,1,False
3588,Male,1,No,No,61,9,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Credit card (automatic),99.45,919.4,Yes,5,True
3589,Male,0,Yes,No,44,9,Yes,Yes,B,No,No,No,Yes,A,Yes,Credit card (automatic),69.05,653.95,No,2,False
3590,Male,0,Yes,Yes,22,31,Yes,Yes,B,No,No,No,Yes,A,No,Bank transfer (automatic),59.7,1825.5,No,1,False
3591,Female,0,Yes,No,28,50,Yes,No,No,,No,No online banking,No online banking,B,Yes,Bank transfer (automatic),19.85,943.1,No,4,False
3592,Female,0,No,No,31,2,Yes,No,A,Yes,Yes,No,No,A,Yes,Electronic check,86.25,181.65,Yes,1,True
3593,Female,0,No,No,52,1,Yes,No,B,No,No,No,No,A,Yes,Electronic check,45.65,45.65,Yes,5,True
3594,Male,0,No,No,48,8,Yes,No,A,No,No,No,No,A,Yes,Mailed check,70.1,551.35,Yes,4,True
3595,Female,0,No,No,39,9,No,,B,No,No,No,Yes,A,No,Electronic check,40.75,359.4,No,2,True
3596,Female,1,No,No,87,2,Yes,No,A,No,No,No,No,A,Yes,Bank transfer (automatic),70.2,115.95,Yes,2,True
3597,Female,0,No,No,26,3,Yes,No,B,Yes,No,No,No,A,No,Electronic check,55.35,165.2,Yes,4,True
3598,Male,0,Yes,No,19,25,Yes,No,A,No,Yes,Yes,Yes,A,Yes,Credit card (automatic),95.7,2338.35,No,1,False
3599,Male,1,No,No,63,1,Yes,No,B,No,No,No,No,A,No,Electronic check,46.3,46.3,No,5,True
3600,Female,0,Yes,Yes,33,45,Yes,Yes,B,Yes,Yes,Yes,No,A,No,Mailed check,81.3,3541.1,No,2,False
3601,Male,1,Yes,Yes,74,51,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,84.2,4146.05,Yes,2,True
3602,Female,0,Yes,Yes,42,55,Yes,No,No,,No,No online banking,No online banking,A,No,Credit card (automatic),20.0,1087.25,No,1,False
3603,Female,0,No,No,23,38,Yes,Yes,B,Yes,No,No,No,A,Yes,Bank transfer (automatic),66.15,2522.4,No,1,False
3604,Male,0,No,No,57,2,Yes,No,B,No,No,No,No,A,No,Mailed check,45.85,81.0,Yes,5,True
3605,Male,0,Yes,Yes,33,38,Yes,No,No,,No,No online banking,No online banking,A,No,Electronic check,19.6,717.3,No,3,False
3606,Male,0,No,No,31,34,Yes,No,B,No,No,No,No,A,Yes,Electronic check,49.8,1734.2,No,1,False
3607,Female,0,Yes,No,43,70,Yes,Yes,A,No,No,Yes,Yes,B,Yes,Electronic check,101.75,7069.3,No,4,False
3608,Female,0,No,No,43,13,Yes,No,B,Yes,Yes,No,No,B,No,Mailed check,55.15,742.9,No,1,False
3609,Male,0,No,No,39,39,Yes,Yes,A,No,No,No,No,A,No,Electronic check,75.25,3017.65,Yes,5,False
3610,Female,0,No,No,40,61,Yes,Yes,A,No,No,Yes,Yes,B,Yes,Electronic check,103.95,6423.0,No,3,True
3611,Female,0,No,No,48,12,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Bank transfer (automatic),100.15,1164.3,Yes,4,True
3612,Male,0,No,No,57,41,Yes,No,A,No,Yes,Yes,Yes,C,Yes,Credit card (automatic),99.65,4220.35,No,2,False
3613,Male,0,No,No,51,21,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,73.7,1558.7,No,2,True
3614,Male,1,No,No,88,55,No,,B,No,No,Yes,Yes,B,Yes,Bank transfer (automatic),50.05,2743.45,No,1,False
3615,Male,0,Yes,No,23,69,No,,B,Yes,Yes,Yes,Yes,C,No,Bank transfer (automatic),60.25,4055.5,No,1,False
3616,Male,1,Yes,Yes,88,26,Yes,Yes,A,No,No,Yes,Yes,A,No,Electronic check,105.75,2710.25,Yes,3,True
3617,Female,1,Yes,No,60,69,Yes,No,A,Yes,No,No,Yes,B,No,Credit card (automatic),87.3,6055.55,No,3,False
3618,Female,1,Yes,No,85,18,No,,B,No,No,Yes,Yes,A,Yes,Electronic check,48.35,810.7,Yes,1,True
3619,Male,0,Yes,Yes,38,47,Yes,Yes,B,No,No,No,No,A,No,Electronic check,54.25,2538.2,No,4,False
3620,Female,0,Yes,Yes,21,72,Yes,No,B,Yes,Yes,Yes,Yes,C,No,Bank transfer (automatic),85.3,6129.2,No,3,False
3621,Male,1,Yes,No,89,33,No,,B,No,Yes,Yes,No,A,Yes,Electronic check,50.0,1750.85,No,3,False
3622,Female,0,Yes,Yes,33,2,No,,B,No,No,No,No,A,Yes,Mailed check,24.4,36.55,Yes,1,True
3623,Female,0,Yes,Yes,45,72,Yes,Yes,B,Yes,Yes,Yes,Yes,C,No,Credit card (automatic),90.95,6652.45,No,5,False
3624,Male,1,Yes,No,78,37,Yes,No,A,No,No,No,No,A,Yes,Bank transfer (automatic),72.25,2575.45,No,5,True
3625,Female,1,Yes,Yes,64,62,Yes,Yes,A,No,No,No,Yes,A,Yes,Credit card (automatic),96.1,6019.35,No,2,False
3626,Female,0,Yes,No,36,71,Yes,No,No,,No,No online banking,No online banking,C,No,Credit card (automatic),19.85,1379.6,No,4,False
3627,Male,0,No,Yes,25,23,Yes,No,B,No,Yes,No,No,A,Yes,Bank transfer (automatic),55.3,1284.2,No,3,False
3628,Female,0,No,No,57,16,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,20.1,296.15,No,1,False
3629,Male,0,No,No,32,9,Yes,No,B,Yes,Yes,Yes,No,A,Yes,Mailed check,69.5,653.25,No,2,False
3630,Male,0,Yes,Yes,30,17,Yes,Yes,No,,No,No online banking,No online banking,C,Yes,Mailed check,25.15,412.6,No,3,False
3631,Female,0,No,No,38,4,Yes,No,No,,No,No online banking,No online banking,A,No,Bank transfer (automatic),20.95,85.5,Yes,1,False
3632,Female,1,Yes,No,79,1,Yes,No,B,Yes,No,No,No,A,Yes,Electronic check,49.55,49.55,Yes,2,True
3633,Female,0,Yes,No,53,24,Yes,Yes,A,No,No,No,No,A,Yes,Mailed check,79.65,1928.7,No,4,False
3634,Female,1,No,No,91,1,Yes,No,A,No,No,No,No,A,Yes,Electronic check,71.25,71.25,No,1,True
3635,Male,1,No,No,67,72,Yes,Yes,A,Yes,Yes,Yes,Yes,C,No,Bank transfer (automatic),113.8,7845.8,No,4,False
3636,Female,0,Yes,No,51,72,Yes,Yes,No,,No,No online banking,No online banking,C,No,Electronic check,24.55,1750.7,No,5,False
3637,Female,0,No,Yes,19,11,Yes,No,No,,No,No online banking,No online banking,A,No,Credit card (automatic),19.7,216.2,No,3,False
3638,Male,0,No,No,42,9,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,20.25,178.5,Yes,5,False
3639,Female,1,Yes,No,66,2,Yes,No,B,No,No,No,No,A,No,Credit card (automatic),50.15,115.1,Yes,5,True
3640,Female,1,Yes,No,71,60,Yes,Yes,A,No,No,Yes,Yes,B,Yes,Credit card (automatic),100.5,6029.0,No,2,False
3641,Male,1,Yes,No,80,29,Yes,Yes,A,No,No,No,Yes,A,Yes,Electronic check,95.9,2745.2,Yes,2,True
3642,Female,0,No,No,45,49,Yes,No,B,No,Yes,Yes,Yes,C,Yes,Bank transfer (automatic),74.45,3721.9,No,4,False
3643,Female,1,No,No,83,30,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,104.1,3121.1,No,4,True
3644,Female,0,Yes,No,30,53,Yes,No,No,,No,No online banking,No online banking,B,No,Credit card (automatic),19.05,990.45,No,5,False
3645,Male,0,No,Yes,49,39,Yes,Yes,No,,No,No online banking,No online banking,C,No,Mailed check,25.0,1004.35,No,3,False
3646,Female,0,No,No,29,9,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,19.05,157.65,No,2,False
3647,Male,0,No,No,57,39,Yes,No,A,No,Yes,No,No,B,No,Electronic check,81.9,3219.75,No,4,False
3648,Male,1,No,No,74,8,Yes,No,A,No,No,No,No,A,Yes,Electronic check,69.7,572.85,No,1,True
3649,Female,0,Yes,Yes,59,51,Yes,Yes,A,No,No,No,Yes,B,Yes,Electronic check,90.15,4554.85,No,5,False
3650,Male,0,Yes,Yes,44,71,Yes,Yes,No,,No,No online banking,No online banking,C,No,Credit card (automatic),25.35,1847.55,No,2,False
3651,Male,1,No,No,62,71,Yes,Yes,No,,No,No online banking,No online banking,C,Yes,Mailed check,24.65,1766.75,No,5,False
3652,Female,1,Yes,No,94,70,Yes,No,No,,No,No online banking,No online banking,C,Yes,Credit card (automatic),19.55,1462.05,No,1,False
3653,Female,1,No,No,60,1,No,,B,No,No,No,No,A,No,Electronic check,25.25,25.25,Yes,5,True
3654,Male,0,Yes,No,50,38,No,,B,Yes,Yes,Yes,Yes,C,Yes,Bank transfer (automatic),60.0,2193.2,No,2,False
3655,Female,0,Yes,No,48,28,Yes,No,A,No,No,No,Yes,A,No,Credit card (automatic),89.9,2433.5,No,5,False
3656,Female,0,Yes,No,20,32,Yes,No,No,,No,No online banking,No online banking,A,No,Bank transfer (automatic),19.4,641.15,No,3,False
3657,Male,1,Yes,No,61,49,Yes,No,B,No,No,No,No,C,No,Mailed check,49.8,2398.4,No,4,False
3658,Female,0,Yes,Yes,26,37,Yes,Yes,No,,No,No online banking,No online banking,C,Yes,Bank transfer (automatic),24.1,861.85,No,1,False
3659,Female,0,No,No,29,10,Yes,No,B,No,Yes,No,No,A,No,Electronic check,54.25,583.0,No,1,False
3660,Male,0,Yes,No,25,67,Yes,Yes,A,Yes,No,Yes,Yes,B,No,Credit card (automatic),109.9,7332.4,No,4,False
3661,Male,0,No,No,52,7,No,,B,No,Yes,No,No,B,Yes,Credit card (automatic),35.5,249.55,No,3,False
3662,Female,0,No,No,55,51,Yes,No,A,No,No,Yes,Yes,B,No,Credit card (automatic),87.55,4475.9,No,5,False
3663,Female,0,No,No,45,9,Yes,No,B,No,No,No,No,A,No,Electronic check,45.15,416.45,Yes,5,True
3664,Female,0,No,No,22,9,Yes,No,A,No,No,Yes,Yes,A,Yes,Mailed check,88.4,788.6,No,3,True
3665,Male,0,No,No,55,4,Yes,No,B,No,Yes,No,No,A,Yes,Mailed check,50.8,202.3,No,5,True
3666,Male,0,Yes,No,51,71,Yes,Yes,A,Yes,No,Yes,No,C,Yes,Electronic check,99.0,6994.6,No,1,False
3667,Female,0,Yes,Yes,36,50,Yes,Yes,A,No,No,Yes,No,A,Yes,Bank transfer (automatic),84.4,4116.15,Yes,5,True
3668,Female,1,Yes,Yes,97,24,Yes,No,A,No,No,Yes,Yes,C,Yes,Electronic check,96.55,2263.45,No,1,False
3669,Male,0,Yes,No,36,22,Yes,No,B,Yes,No,Yes,No,B,Yes,Bank transfer (automatic),59.75,1374.35,No,5,False
3670,Male,0,No,No,34,44,Yes,Yes,A,Yes,No,Yes,Yes,A,Yes,Electronic check,111.5,4915.15,No,4,True
3671,Female,0,Yes,Yes,55,33,Yes,Yes,No,,No,No online banking,No online banking,A,No,Bank transfer (automatic),24.25,838.5,No,5,False
3672,Female,0,No,No,21,1,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,75.1,75.1,Yes,1,True
3673,Female,0,Yes,No,49,54,Yes,Yes,B,No,No,Yes,Yes,B,Yes,Credit card (automatic),70.15,3715.65,Yes,2,False
3674,Male,0,No,No,26,42,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,101.75,4273.45,Yes,4,True
3675,Female,0,No,No,34,1,Yes,No,B,No,No,No,No,A,No,Electronic check,45.8,45.8,Yes,4,True
3676,Female,0,No,No,47,1,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,20.5,20.5,No,4,True
3677,Male,0,No,No,40,30,Yes,No,B,Yes,Yes,Yes,No,B,No,Electronic check,70.4,2044.75,No,5,False
3678,Female,0,No,No,31,1,No,,B,No,Yes,No,No,A,No,Mailed check,30.55,30.55,No,1,True
3679,Male,0,Yes,Yes,51,16,Yes,Yes,B,Yes,Yes,Yes,Yes,A,No,Electronic check,84.9,1398.25,No,4,False
3680,Male,0,No,No,58,1,Yes,No,No,,No,No online banking,No online banking,A,Yes,Mailed check,20.1,20.1,Yes,3,True
3681,Male,0,Yes,No,48,9,No,,B,No,Yes,Yes,No,A,No,Mailed check,40.65,328.95,Yes,2,False
3682,Male,1,Yes,No,99,46,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,101.0,4680.05,Yes,5,True
3683,Male,0,No,No,38,1,Yes,No,A,No,No,No,No,A,Yes,Electronic check,69.1,69.1,Yes,2,True
3684,Male,0,Yes,No,26,71,Yes,No,B,Yes,Yes,No,No,C,No,Bank transfer (automatic),54.5,3778.2,No,1,False
3685,Male,0,No,No,48,43,Yes,Yes,A,No,No,No,No,A,Yes,Credit card (automatic),75.35,3161.4,No,3,True
3686,Male,0,Yes,No,55,50,No,,B,Yes,Yes,Yes,No,B,Yes,Bank transfer (automatic),44.45,2188.45,No,3,False
3687,Female,0,No,No,42,13,Yes,Yes,A,No,No,No,No,A,Yes,Mailed check,75.0,999.45,Yes,3,True
3688,Male,0,Yes,Yes,54,19,Yes,No,A,No,Yes,Yes,Yes,B,No,Bank transfer (automatic),100.0,1888.65,Yes,2,True
3689,Female,0,No,No,18,41,Yes,Yes,A,No,No,Yes,Yes,A,No,Bank transfer (automatic),98.05,3990.6,No,4,True
3690,Female,1,No,No,80,1,Yes,No,A,No,No,No,No,A,Yes,Electronic check,71.15,71.15,Yes,1,True
3691,Female,0,No,No,59,24,No,,B,No,No,Yes,Yes,A,Yes,Credit card (automatic),54.15,1240.25,Yes,1,True
3692,Female,0,Yes,No,36,40,Yes,Yes,B,No,No,Yes,No,B,No,Bank transfer (automatic),63.9,2635.0,No,1,False
3693,Female,0,Yes,Yes,31,3,Yes,Yes,B,No,No,Yes,No,A,Yes,Bank transfer (automatic),69.15,235.0,No,5,True
3694,Female,0,No,No,29,37,Yes,Yes,B,Yes,No,Yes,No,B,No,Bank transfer (automatic),64.65,2347.85,No,5,False
3695,Female,0,Yes,Yes,56,67,Yes,Yes,A,Yes,Yes,Yes,Yes,C,Yes,Credit card (automatic),108.75,7156.2,Yes,2,False
3696,Female,0,Yes,Yes,28,32,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,98.85,3089.6,No,1,True
3697,Female,0,Yes,No,54,6,Yes,No,B,No,Yes,No,No,A,Yes,Electronic check,49.15,270.8,Yes,4,True
3698,Female,0,Yes,Yes,23,32,Yes,Yes,A,Yes,No,Yes,No,A,No,Electronic check,89.6,2901.8,No,1,False
3699,Female,0,No,No,54,59,Yes,Yes,A,No,No,No,No,A,Yes,Electronic check,83.25,4949.1,No,5,False
3700,Female,0,Yes,No,30,30,Yes,No,B,No,Yes,No,Yes,B,No,Bank transfer (automatic),70.25,2198.9,No,3,False
3701,Male,0,No,Yes,33,20,Yes,No,No,,No,No online banking,No online banking,A,Yes,Electronic check,19.4,374.5,Yes,5,False
3702,Female,0,Yes,Yes,34,27,Yes,Yes,No,,No,No online banking,No online banking,C,No,Electronic check,24.5,761.95,No,5,False
3703,Female,1,No,No,86,20,Yes,Yes,A,Yes,No,No,No,A,Yes,Electronic check,79.15,1520.9,Yes,1,True
3704,Male,0,No,Yes,49,9,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,20.1,190.25,No,4,False
3705,Female,0,Yes,Yes,19,68,Yes,Yes,B,Yes,No,Yes,No,B,Yes,Credit card (automatic),73.0,5163.0,No,5,False
3706,Female,0,Yes,Yes,23,69,Yes,Yes,B,Yes,Yes,No,No,C,No,Credit card (automatic),61.4,4059.85,No,2,False
3707,Male,0,No,No,29,26,Yes,Yes,A,No,Yes,No,No,A,Yes,Mailed check,84.3,2281.6,No,3,False
3708,Male,0,Yes,Yes,27,69,Yes,No,No,,No,No online banking,No online banking,C,No,Bank transfer (automatic),19.9,1356.7,No,4,False
3709,Male,0,No,No,52,11,Yes,No,No,,No,No online banking,No online banking,C,No,Mailed check,20.4,231.45,No,3,False
3710,Male,0,No,No,29,1,Yes,Yes,B,No,No,No,No,A,No,Mailed check,50.75,50.75,No,2,True
3711,Male,0,Yes,Yes,41,10,Yes,No,No,,No,No online banking,No online banking,B,No,Mailed check,20.45,242.4,No,4,False
3712,Female,0,Yes,Yes,27,55,Yes,Yes,B,Yes,Yes,No,Yes,B,Yes,Bank transfer (automatic),75.75,4264.25,No,3,False
3713,Male,0,No,No,42,44,Yes,No,B,Yes,Yes,Yes,No,B,No,Electronic check,65.4,2774.55,No,1,False
3714,Male,1,Yes,No,73,46,Yes,No,A,No,No,No,Yes,A,Yes,Electronic check,80.4,3605.2,Yes,1,True
3715,Male,0,Yes,Yes,39,69,Yes,No,B,Yes,No,No,No,C,Yes,Bank transfer (automatic),59.75,4069.9,No,4,False
3716,Male,1,No,No,79,11,Yes,No,A,No,No,No,Yes,A,Yes,Electronic check,78.5,874.2,No,2,True
3717,Female,0,Yes,No,22,11,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,102.0,1145.35,Yes,3,True
3718,Male,0,No,No,24,29,Yes,No,B,No,No,No,No,A,No,Bank transfer (automatic),48.95,1323.7,No,2,False
3719,Female,0,Yes,No,30,57,Yes,Yes,A,Yes,No,Yes,Yes,A,Yes,Electronic check,99.65,5497.05,No,3,True
3720,Male,0,No,No,43,28,Yes,No,No,,No,No online banking,No online banking,B,No,Credit card (automatic),18.25,534.7,No,1,False
3721,Female,0,No,No,53,42,Yes,No,B,Yes,No,No,No,A,No,Credit card (automatic),54.55,2455.05,No,4,False
3722,Female,0,No,No,19,2,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,20.65,38.7,Yes,5,False
3723,Male,0,No,Yes,59,23,No,,B,Yes,Yes,No,No,B,No,Bank transfer (automatic),40.65,947.4,No,2,False
3724,Female,0,Yes,Yes,26,18,Yes,No,No,,No,No online banking,No online banking,A,No,Mailed check,20.45,357.0,No,1,False
3725,Male,0,Yes,Yes,38,62,Yes,Yes,No,,No,No online banking,No online banking,B,No,Bank transfer (automatic),24.8,1476.25,No,4,False
3726,Female,0,No,No,24,1,Yes,No,A,No,No,No,No,A,Yes,Mailed check,70.8,70.8,Yes,1,True
3727,Male,0,No,No,51,16,Yes,Yes,A,No,Yes,No,Yes,A,Yes,Credit card (automatic),89.05,1448.6,Yes,2,True
3728,Female,0,No,No,50,3,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Electronic check,96.6,291.9,Yes,2,True
3729,Male,0,No,No,33,67,Yes,Yes,B,Yes,Yes,Yes,Yes,B,Yes,Bank transfer (automatic),88.8,5903.15,No,5,False
3730,Male,0,No,No,27,62,Yes,No,No,,No,No online banking,No online banking,C,Yes,Credit card (automatic),20.05,1201.65,No,3,False
3731,Female,0,Yes,No,30,57,Yes,Yes,A,No,No,Yes,Yes,A,Yes,Credit card (automatic),104.5,5921.35,Yes,5,True
3732,Male,0,No,No,54,2,Yes,No,A,No,No,No,No,A,Yes,Electronic check,69.8,146.65,No,5,True
3733,Female,0,Yes,Yes,20,23,Yes,Yes,B,Yes,Yes,Yes,No,C,Yes,Bank transfer (automatic),77.15,1759.4,No,3,False
3734,Female,0,No,Yes,52,25,No,,B,Yes,Yes,No,No,C,No,Bank transfer (automatic),35.05,844.45,No,5,False
3735,Female,1,No,No,92,72,Yes,Yes,A,No,Yes,Yes,Yes,C,Yes,Bank transfer (automatic),108.1,7774.05,No,1,False
3736,Female,0,Yes,No,20,2,Yes,Yes,A,No,No,Yes,No,A,Yes,Electronic check,84.05,134.05,No,2,True
3737,Female,0,No,No,53,8,Yes,No,No,,No,No online banking,No online banking,B,Yes,Bank transfer (automatic),20.2,140.95,No,3,False
3738,Female,0,No,No,37,5,Yes,Yes,B,No,No,No,No,A,Yes,Mailed check,50.6,249.95,Yes,5,True
3739,Male,0,No,No,26,35,No,,B,No,No,Yes,Yes,A,No,Electronic check,49.2,1701.65,No,5,False
3740,Male,0,No,No,49,24,Yes,Yes,No,,No,No online banking,No online banking,B,No,Electronic check,24.6,592.65,No,3,False
3741,Female,0,Yes,Yes,51,2,Yes,No,A,No,No,No,No,A,Yes,Electronic check,71.65,135.75,No,4,True
3742,Male,0,Yes,Yes,59,72,Yes,Yes,A,Yes,Yes,No,Yes,C,Yes,Credit card (automatic),104.9,7732.65,No,2,False
3743,Female,0,No,No,54,41,Yes,Yes,A,Yes,Yes,Yes,No,A,Yes,Electronic check,106.5,4282.4,No,3,True
