customerID;gender;SeniorCitizen;Partner;Dependents;Age;tenure;Busines Loan;MultipleBusinessLoans;CreditLine;Online Banking;Mortgage;Stocks;Forex;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn within a month;Satisfactory onboarding form
3235;Female;0;Yes;Yes;26;24;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;19.7;452.55;No;1
3236;Female;0;No;No;40;61;No;;B;Yes;Yes;No;No;B;No;Credit card (automatic);43.7;2696.55;No;3
3237;Male;0;No;No;54;16;Yes;Yes;B;No;No;No;No;A;No;Electronic check;55.3;875.35;No;2
3238;Male;0;Yes;Yes;32;65;Yes;No;No;;No;No online banking;No online banking;C;Yes;Credit card (automatic);19.85;1267.05;No;5
3239;Female;0;Yes;Yes;23;26;Yes;No;No;;No;No online banking;No online banking;C;No;Credit card (automatic);19.65;494.9;No;2
3240;Male;0;No;No;18;16;Yes;No;B;No;Yes;No;No;A;Yes;Mailed check;49.45;799;No;3
3241;Female;0;Yes;No;22;54;Yes;Yes;A;Yes;No;Yes;Yes;B;No;Bank transfer (automatic);106.55;5763.3;Yes;2
3242;Male;0;No;No;52;1;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.1;20.1;Yes;3
3243;Male;0;No;Yes;27;5;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.45;106.9;No;5
3244;Female;0;No;No;40;19;No;;B;No;No;No;Yes;A;Yes;Electronic check;39.7;710.05;No;2
3245;Male;0;No;No;42;10;Yes;Yes;B;Yes;No;No;No;A;Yes;Credit card (automatic);54.5;568.2;No;4
3246;Female;0;Yes;Yes;46;23;Yes;No;A;No;Yes;No;No;A;No;Electronic check;83.8;1900.25;Yes;3
3247;Male;0;No;No;32;3;Yes;No;B;No;No;Yes;No;A;No;Mailed check;55.15;159.15;Yes;3
3248;Female;0;No;No;56;72;Yes;Yes;A;No;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);111.6;8012.75;No;1
3249;Male;1;Yes;No;95;10;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;86.65;856.65;Yes;2
3250;Female;0;Yes;Yes;46;10;Yes;No;B;No;No;No;No;A;Yes;Mailed check;55.55;551.3;No;1
3251;Male;0;Yes;No;22;11;Yes;No;No;;No;No online banking;No online banking;B;Yes;Mailed check;20.55;184.95;No;4
3252;Female;1;No;No;89;37;Yes;Yes;A;Yes;No;Yes;Yes;A;Yes;Bank transfer (automatic);106.75;4056.75;Yes;5
3253;Male;0;Yes;Yes;53;17;Yes;Yes;B;Yes;Yes;No;No;B;Yes;Mailed check;62.1;1096.65;No;3
3254;Female;0;Yes;Yes;19;36;Yes;Yes;A;Yes;No;Yes;Yes;A;Yes;Credit card (automatic);104.5;3684.95;No;3
3255;Male;1;No;No;83;17;Yes;No;A;No;No;Yes;Yes;A;Yes;Electronic check;101.8;1752.45;No;4
3256;Female;1;Yes;Yes;66;66;Yes;Yes;A;Yes;Yes;Yes;Yes;B;Yes;Credit card (automatic);110.6;7210.85;No;1
3257;Male;0;Yes;Yes;30;61;Yes;No;B;Yes;Yes;Yes;Yes;B;No;Bank transfer (automatic);84.9;5264.5;No;4
3258;Male;0;No;No;52;22;Yes;No;A;No;No;Yes;Yes;A;Yes;Mailed check;93.2;2157.3;No;2
3259;Male;0;No;No;36;1;No;;B;No;No;No;No;A;Yes;Electronic check;24.4;24.4;No;2
3260;Female;0;No;No;43;6;Yes;No;A;No;No;No;No;A;No;Credit card (automatic);70.55;433.95;No;2
3261;Male;0;No;No;45;31;Yes;No;A;No;Yes;No;No;A;Yes;Electronic check;78.45;2435.15;Yes;1
3262;Female;0;Yes;Yes;18;68;Yes;No;B;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);85;5607.75;No;5
3263;Female;0;Yes;Yes;37;34;Yes;Yes;A;No;No;Yes;No;A;No;Electronic check;87.45;2874.15;Yes;1
3264;Female;0;Yes;Yes;18;52;Yes;No;A;No;Yes;No;No;A;No;Bank transfer (automatic);85.8;4433.3;No;4
3265;Female;0;No;Yes;53;10;Yes;No;A;No;Yes;Yes;No;A;Yes;Electronic check;91.1;964.35;No;4
3266;Male;0;Yes;Yes;23;29;Yes;No;A;No;No;No;No;A;Yes;Electronic check;70.75;1974.8;Yes;1
3267;Female;0;Yes;Yes;49;72;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);20.1;1460.85;No;2
3268;Male;0;Yes;Yes;36;47;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;20.05;951.55;No;2
3269;Male;0;Yes;Yes;39;24;Yes;Yes;B;Yes;No;Yes;Yes;B;No;Mailed check;74.8;1821.2;No;3
3270;Male;0;No;No;19;65;Yes;Yes;No;;No;No online banking;No online banking;B;No;Credit card (automatic);24.8;1600.95;No;4
3271;Female;0;No;No;58;4;Yes;Yes;A;No;Yes;Yes;Yes;A;Yes;Mailed check;100.85;399.25;No;2
3272;Male;1;Yes;No;75;12;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;101.35;1218.55;Yes;2
3273;Male;0;No;No;50;1;Yes;Yes;A;Yes;No;No;No;A;Yes;Electronic check;81.7;81.7;Yes;4
3274;Male;0;No;No;20;33;Yes;No;A;No;No;No;No;A;No;Electronic check;68.25;2171.15;Yes;5
3275;Female;0;No;No;44;34;Yes;No;A;No;Yes;Yes;Yes;A;Yes;Electronic check;105.1;3634.8;No;5
3276;Female;0;Yes;No;23;14;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.4;292.4;No;5
3277;Female;0;No;No;39;4;Yes;No;A;No;No;No;Yes;A;Yes;Electronic check;79.15;317.25;Yes;5
3278;Male;0;Yes;Yes;44;13;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;20;218.55;No;1
3279;Female;0;Yes;Yes;51;65;Yes;Yes;B;No;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);79.4;5071.9;No;4
3280;Male;0;Yes;Yes;25;23;Yes;No;B;Yes;Yes;No;No;B;No;Credit card (automatic);57.2;1423.35;No;1
3281;Male;0;Yes;No;57;55;Yes;No;B;Yes;No;No;No;C;No;Electronic check;58.6;3068.6;No;3
3282;Male;0;Yes;No;51;49;Yes;No;A;No;No;Yes;Yes;C;Yes;Electronic check;94.8;4690.65;No;5
3283;Male;0;Yes;No;21;60;Yes;Yes;A;No;No;Yes;Yes;B;No;Bank transfer (automatic);102.5;6157.6;No;3
3284;Female;0;Yes;Yes;46;69;Yes;No;No;;No;No online banking;No online banking;B;Yes;Credit card (automatic);20.35;1442.65;No;1
3285;Male;0;No;No;51;40;Yes;Yes;A;No;No;Yes;No;A;Yes;Electronic check;84.9;3369.05;No;4
3286;Male;0;Yes;No;47;67;Yes;No;B;Yes;Yes;No;Yes;C;Yes;Credit card (automatic);69.2;4671.65;No;1
3287;Male;1;No;No;64;35;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;95.45;3474.05;Yes;5
3288;Male;0;Yes;Yes;22;19;Yes;Yes;A;No;Yes;Yes;Yes;B;Yes;Electronic check;100.95;1875.55;Yes;3
3289;Female;0;Yes;Yes;38;13;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.85;272.35;No;4
3290;Female;0;No;Yes;52;41;Yes;Yes;A;No;No;Yes;No;A;Yes;Bank transfer (automatic);88.5;3645.05;No;4
3291;Female;0;No;No;57;4;No;;B;Yes;No;No;No;A;No;Mailed check;35;135.75;No;5
3292;Female;0;Yes;Yes;26;24;Yes;No;B;Yes;Yes;No;No;A;No;Electronic check;55.15;1319.85;No;5
3293;Female;0;No;No;45;5;No;;B;No;No;Yes;Yes;A;Yes;Credit card (automatic);50.95;229.4;No;4
3294;Female;0;No;No;36;5;Yes;Yes;B;No;No;No;Yes;A;Yes;Electronic check;64;370.25;No;5
3295;Female;0;Yes;Yes;32;1;Yes;No;A;No;No;No;No;A;Yes;Mailed check;69.1;69.1;Yes;2
3296;Female;0;Yes;Yes;25;72;Yes;Yes;B;Yes;Yes;Yes;No;C;No;Bank transfer (automatic);80.2;5714.2;No;3
3297;Female;0;No;No;21;24;Yes;No;B;No;No;No;No;A;Yes;Credit card (automatic);49.3;1233.25;No;4
3298;Female;0;Yes;No;22;42;Yes;Yes;B;Yes;Yes;Yes;Yes;C;No;Credit card (automatic);84.35;3571.6;No;1
3299;Female;0;No;No;20;4;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.05;83.3;No;2
3300;Male;0;No;No;19;68;Yes;Yes;A;Yes;Yes;Yes;Yes;B;Yes;Credit card (automatic);117.2;8035.95;No;2
3301;Female;0;Yes;Yes;41;33;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;20.1;579.4;No;1
3302;Female;1;No;No;88;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;69.6;69.6;Yes;4
3303;Male;0;No;No;58;31;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Electronic check;103.45;3066.45;Yes;3
3304;Female;0;No;No;28;4;Yes;Yes;A;No;No;No;No;A;No;Bank transfer (automatic);77.95;305.55;Yes;4
3305;Male;1;Yes;No;63;69;Yes;Yes;A;No;Yes;Yes;Yes;C;Yes;Electronic check;109.95;7634.25;No;4
3306;Male;1;No;No;63;38;Yes;Yes;A;No;No;Yes;Yes;A;No;Electronic check;94.75;3653;No;1
3307;Female;0;Yes;Yes;32;3;Yes;No;A;No;Yes;No;No;A;Yes;Electronic check;80;241.3;No;1
3308;Female;0;Yes;Yes;39;48;Yes;Yes;B;No;Yes;Yes;Yes;C;No;Electronic check;79.65;3870.3;No;1
3309;Female;0;Yes;No;43;15;Yes;Yes;No;;No;No online banking;No online banking;C;No;Mailed check;25.2;387.9;No;5
3310;Female;0;No;No;33;25;Yes;No;No;;No;No online banking;No online banking;B;No;Credit card (automatic);19.9;527.5;No;4
3311;Female;1;No;No;94;1;Yes;No;A;No;No;Yes;No;A;No;Electronic check;78.45;78.45;Yes;1
3312;Female;0;No;No;30;48;No;;B;Yes;No;Yes;No;A;Yes;Electronic check;44.8;2104.55;No;5
3313;Male;0;No;No;50;1;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.3;20.3;No;1
3314;Male;0;No;No;26;1;Yes;No;No;;No;No online banking;No online banking;A;No;Electronic check;19.2;19.2;No;4
3315;Female;0;No;No;49;37;Yes;No;A;No;No;No;No;B;No;Electronic check;80.05;3019.1;No;3
3316;Male;1;Yes;No;82;66;Yes;Yes;A;No;Yes;Yes;Yes;B;Yes;Bank transfer (automatic);107.35;7051.95;No;3
3317;Female;0;Yes;No;27;26;No;;B;Yes;No;Yes;No;B;No;Bank transfer (automatic);47.85;1190.5;No;4
3318;Male;0;Yes;No;19;63;Yes;No;B;Yes;Yes;Yes;No;B;No;Credit card (automatic);70.8;4448.8;No;5
3319;Male;0;No;No;57;10;No;;B;No;No;No;No;A;No;Mailed check;29.5;255.25;Yes;4
3320;Female;0;No;No;19;2;Yes;No;B;Yes;No;Yes;Yes;A;Yes;Electronic check;70.75;146.9;Yes;4
3321;Male;1;Yes;No;65;18;Yes;No;B;Yes;No;No;Yes;A;Yes;Credit card (automatic);59.1;1011.05;No;2
3322;Female;0;Yes;No;20;64;Yes;Yes;No;;No;No online banking;No online banking;C;No;Mailed check;25.55;1714.95;No;4
3323;Female;1;No;No;64;9;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;84.45;762.5;Yes;1
3324;Female;0;No;Yes;31;28;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.25;535.35;No;3
3325;Female;0;No;No;29;1;Yes;No;A;No;No;No;No;A;No;Electronic check;75.55;75.55;No;1
3326;Male;0;No;No;21;4;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;85.65;338.9;Yes;5
3327;Male;1;No;No;69;38;Yes;No;B;No;Yes;Yes;No;B;Yes;Credit card (automatic);70.15;2497.35;Yes;3
3328;Male;0;Yes;No;31;66;Yes;Yes;A;No;No;No;Yes;B;No;Electronic check;95.3;6273.4;No;4
3329;Female;0;No;No;20;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;70.25;70.25;No;5
3330;Female;0;Yes;No;39;18;Yes;No;B;No;Yes;No;No;A;Yes;Mailed check;50.3;908.75;No;4
3331;Male;1;No;No;96;51;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;97.8;4913.3;Yes;3
3332;Male;0;Yes;Yes;53;0;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;19.85; ;No;2
3333;Male;0;No;No;24;1;Yes;No;B;No;No;No;No;A;No;Mailed check;46.3;46.3;Yes;3
3334;Male;0;No;Yes;21;12;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);19.35;212.3;No;5
3335;Female;0;No;No;36;41;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;106.3;4443.45;Yes;2
3336;Male;0;No;No;35;12;Yes;Yes;No;;No;No online banking;No online banking;A;No;Electronic check;25;316.2;No;2
3337;Female;0;Yes;Yes;49;55;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.3;1079.05;No;4
3338;Female;0;No;No;34;7;Yes;Yes;A;No;No;No;No;A;Yes;Electronic check;75.35;564.65;No;1
3339;Female;0;No;No;37;12;Yes;No;A;No;Yes;No;Yes;A;Yes;Electronic check;89.4;1095.65;Yes;5
3340;Female;0;Yes;Yes;31;68;Yes;Yes;B;Yes;Yes;Yes;Yes;C;No;Credit card (automatic);88;6161.9;No;5
3341;Female;1;No;No;93;5;Yes;Yes;A;No;No;Yes;No;A;Yes;Credit card (automatic);83.15;446.05;Yes;3
3342;Female;1;No;No;83;49;Yes;No;B;No;No;No;No;A;No;Mailed check;43.8;2106.05;No;5
3343;Male;0;No;No;52;40;No;;B;Yes;No;Yes;Yes;B;No;Credit card (automatic);62.05;2511.55;No;2
3344;Female;0;No;No;46;16;Yes;No;No;;No;No online banking;No online banking;B;No;Bank transfer (automatic);20.1;318.6;No;3
3345;Male;0;No;No;23;10;Yes;Yes;A;No;No;No;No;A;Yes;Mailed check;74.15;811.8;Yes;1
3346;Female;0;Yes;No;27;72;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Electronic check;101.35;7323.15;No;5
3347;Female;1;No;No;93;2;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;84.05;186.05;No;1
3348;Male;0;Yes;Yes;44;23;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;20.9;454;No;4
3349;Female;1;No;No;66;71;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Electronic check;105.9;7521.95;No;5
3350;Female;0;Yes;No;44;11;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;99.5;1056.95;Yes;2
3351;Male;0;No;No;27;1;Yes;No;B;No;No;No;No;A;Yes;Mailed check;44.15;44.15;Yes;2
3352;Female;0;No;No;47;16;Yes;No;B;No;Yes;No;No;A;Yes;Mailed check;53.9;834.15;Yes;4
3353;Female;0;No;No;19;1;Yes;Yes;A;No;No;No;Yes;A;Yes;Mailed check;85.45;85.45;Yes;3
3354;Male;0;Yes;No;28;12;Yes;No;A;No;No;No;Yes;A;Yes;Credit card (automatic);85.05;999.8;No;5
3355;Female;0;No;No;19;54;No;;B;Yes;Yes;No;Yes;B;No;Bank transfer (automatic);44.1;2369.7;No;1
3356;Female;0;Yes;No;55;68;Yes;Yes;A;No;Yes;No;No;C;No;Credit card (automatic);90.2;6297.65;No;3
3357;Female;0;Yes;Yes;33;4;Yes;Yes;B;No;No;No;No;A;No;Mailed check;50.85;239.55;Yes;3
3358;Female;0;No;Yes;24;1;Yes;No;B;No;No;No;Yes;A;No;Electronic check;59.2;59.2;Yes;3
3359;Male;0;No;No;45;27;Yes;No;B;Yes;Yes;No;No;A;No;Mailed check;53.45;1461.45;No;5
3360;Male;0;No;No;57;21;Yes;No;No;;No;No online banking;No online banking;A;Yes;Mailed check;19.95;416.4;No;2
3361;Male;0;No;No;37;13;Yes;No;A;No;No;Yes;No;A;Yes;Electronic check;83.2;1060.6;Yes;5
3362;Female;1;No;No;80;64;Yes;Yes;B;No;Yes;No;Yes;A;No;Credit card (automatic);74.65;4869.35;No;4
3363;Female;0;No;No;40;1;Yes;No;B;Yes;No;No;No;A;Yes;Electronic check;54.9;54.9;Yes;2
3364;Male;0;Yes;No;37;57;No;;B;No;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);57.5;3265.95;No;2
3365;Female;0;Yes;No;52;21;Yes;Yes;A;Yes;No;Yes;Yes;A;Yes;Electronic check;103.9;2254.2;Yes;3
3366;Male;0;No;No;19;19;Yes;No;No;;No;No online banking;No online banking;C;No;Mailed check;19.65;358.15;No;4
3367;Male;0;Yes;No;42;31;Yes;No;A;No;No;Yes;Yes;B;Yes;Electronic check;93.8;2939.8;No;4
3368;Male;0;No;No;53;52;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Mailed check;89.25;4652.4;No;2
3369;Female;0;No;No;44;46;Yes;Yes;A;No;No;No;Yes;B;Yes;Electronic check;94.15;4408.45;No;5
3370;Female;1;No;No;97;11;Yes;Yes;B;Yes;No;No;No;A;Yes;Electronic check;55.6;580.8;No;1
3371;Female;0;Yes;Yes;41;53;No;;B;Yes;No;No;Yes;A;Yes;Bank transfer (automatic);48.7;2495.2;No;1
3372;Female;0;Yes;Yes;18;11;Yes;No;No;;No;No online banking;No online banking;A;Yes;Mailed check;19.25;180.3;Yes;5
3373;Male;1;No;No;62;57;Yes;Yes;A;No;Yes;Yes;Yes;A;Yes;Bank transfer (automatic);104.9;5913.95;No;4
3374;Female;1;No;No;93;2;Yes;Yes;A;No;No;No;No;A;Yes;Mailed check;75.45;158.4;Yes;3
3375;Female;1;No;No;60;2;Yes;No;B;Yes;No;No;No;A;No;Mailed check;54.85;104.2;Yes;1
3376;Female;0;Yes;Yes;28;71;Yes;No;No;;No;No online banking;No online banking;C;No;Bank transfer (automatic);19.9;1389.35;No;3
3377;Female;0;Yes;Yes;34;1;Yes;No;No;;No;No online banking;No online banking;A;Yes;Mailed check;19.4;19.4;No;4
3378;Male;0;Yes;No;47;68;Yes;Yes;No;;No;No online banking;No online banking;C;No;Credit card (automatic);25.05;1629.2;No;5
3379;Male;0;Yes;No;32;72;Yes;No;B;Yes;Yes;Yes;Yes;C;No;Mailed check;84.45;6033.1;No;4
3380;Female;0;No;No;47;2;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;19.3;44.4;No;5
3381;Male;1;Yes;No;92;1;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;95.1;95.1;Yes;5
3382;Female;0;No;No;52;41;Yes;No;B;Yes;Yes;Yes;Yes;B;Yes;Bank transfer (automatic);79.85;3320.75;No;5
3383;Male;0;Yes;Yes;30;72;Yes;Yes;No;;No;No online banking;No online banking;C;No;Credit card (automatic);25.55;1867.7;No;4
3384;Male;0;Yes;No;22;6;Yes;Yes;A;No;No;No;No;A;Yes;Electronic check;75.5;438;Yes;1
3385;Female;0;Yes;Yes;46;4;Yes;No;A;No;No;No;No;A;Yes;Electronic check;73.75;325.45;Yes;1
3386;Male;0;No;No;18;12;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;96.05;1148.1;Yes;1
3387;Female;0;Yes;No;52;58;Yes;Yes;B;Yes;Yes;No;Yes;B;Yes;Electronic check;68.4;3972.25;No;5
3388;Female;0;No;No;51;7;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;20.65;155.9;No;2
3389;Female;0;Yes;No;34;65;Yes;No;B;Yes;No;No;No;A;Yes;Mailed check;55.15;3673.15;No;4
3390;Male;0;No;No;52;1;Yes;No;A;No;No;No;No;A;Yes;Mailed check;70.6;70.6;No;2
3391;Male;0;Yes;No;24;56;Yes;No;No;;No;No online banking;No online banking;B;No;Credit card (automatic);19.95;1126.75;No;3
3392;Male;0;No;No;45;4;Yes;No;No;;No;No online banking;No online banking;A;No;Mailed check;19;73.45;No;3
3393;Female;0;Yes;Yes;55;58;Yes;No;B;No;No;No;No;B;Yes;Mailed check;44.1;2413.05;No;2
3394;Male;0;Yes;No;53;62;Yes;Yes;A;No;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);107.6;6912.7;No;1
3395;Male;0;No;No;49;26;Yes;Yes;B;Yes;No;No;No;B;No;Electronic check;61.55;1581.95;No;1
3396;Male;0;No;No;20;62;Yes;Yes;A;Yes;No;No;No;A;No;Bank transfer (automatic);90.7;5586.45;No;2
3397;Female;0;Yes;Yes;19;58;Yes;No;A;Yes;No;Yes;Yes;B;No;Credit card (automatic);99.25;5846.65;No;3
3398;Female;0;Yes;No;29;68;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Electronic check;91.7;6424.7;No;4
3399;Female;0;Yes;Yes;33;61;Yes;Yes;A;Yes;No;No;Yes;B;Yes;Credit card (automatic);100.7;6018.65;No;3
3400;Female;0;No;No;55;42;Yes;Yes;B;No;Yes;Yes;Yes;C;Yes;Credit card (automatic);78.45;3373.4;No;5
3401;Male;0;No;No;58;18;Yes;Yes;A;No;No;Yes;No;A;No;Bank transfer (automatic);84.3;1537.9;No;4
3402;Female;0;No;No;44;56;Yes;No;No;;No;No online banking;No online banking;C;Yes;Bank transfer (automatic);19.55;1080.55;No;1
3403;Female;0;No;No;19;4;Yes;Yes;A;No;No;No;Yes;A;Yes;Electronic check;88.95;355.2;Yes;3
3404;Female;0;No;No;54;4;Yes;No;No;;No;No online banking;No online banking;A;No;Credit card (automatic);20.45;82.85;No;4
3405;Female;0;No;Yes;33;35;Yes;No;B;Yes;No;No;No;B;No;Credit card (automatic);55.6;2016.45;No;4
3406;Female;0;Yes;Yes;39;64;Yes;Yes;A;Yes;Yes;No;No;A;Yes;Bank transfer (automatic);86.8;5327.25;No;3
3407;Female;0;No;No;51;31;Yes;No;No;;No;No online banking;No online banking;B;No;Mailed check;20.95;683.25;No;2
3408;Female;1;Yes;No;62;67;Yes;No;No;;No;No online banking;No online banking;C;Yes;Bank transfer (automatic);20.05;1263.05;No;5
3409;Female;0;No;No;28;4;Yes;No;B;No;No;No;No;A;No;Credit card (automatic);50.7;151.3;Yes;2
3410;Female;1;Yes;No;81;70;Yes;Yes;A;Yes;Yes;Yes;Yes;C;Yes;Electronic check;113.65;7714.65;No;5
3411;Male;0;No;No;18;3;Yes;No;B;No;No;Yes;No;A;No;Credit card (automatic);53.4;188.7;Yes;5
3412;Male;1;Yes;No;90;53;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;101.9;5549.4;Yes;1
3413;Male;0;Yes;Yes;39;2;Yes;No;B;Yes;Yes;No;No;C;No;Mailed check;59.5;130.5;No;5
3414;Female;0;Yes;Yes;21;29;Yes;No;A;No;No;Yes;Yes;A;Yes;Credit card (automatic);87.8;2621.75;No;5
3415;Female;0;No;No;53;47;No;;B;Yes;Yes;No;No;C;No;Mailed check;41.9;1875.25;No;3
3416;Female;0;Yes;Yes;31;68;Yes;Yes;A;No;No;Yes;No;B;Yes;Electronic check;83;5685.8;Yes;5
3417;Male;0;No;Yes;31;12;Yes;No;B;Yes;No;Yes;Yes;A;Yes;Mailed check;69.85;837.5;No;3
3418;Female;0;Yes;Yes;58;8;Yes;No;B;No;Yes;No;No;A;No;Bank transfer (automatic);56.3;401.5;No;5
3419;Male;0;Yes;No;55;54;Yes;Yes;A;Yes;No;Yes;Yes;A;No;Electronic check;109.55;6118.95;No;1
3420;Male;0;Yes;Yes;49;69;Yes;No;A;No;Yes;Yes;No;C;Yes;Mailed check;92.15;6480.9;No;4
3421;Female;0;No;No;40;26;Yes;Yes;B;Yes;No;Yes;No;A;Yes;Bank transfer (automatic);69.5;1800.05;No;3
3422;Female;0;Yes;No;42;72;Yes;Yes;A;Yes;Yes;No;No;C;Yes;Bank transfer (automatic);97;7104.2;No;1
3423;Female;0;No;No;44;70;No;;B;Yes;Yes;Yes;Yes;C;Yes;Bank transfer (automatic);58.35;4214.25;No;3
3424;Male;0;No;Yes;49;1;Yes;No;B;Yes;No;No;No;A;No;Mailed check;50.6;50.6;Yes;2
3425;Male;0;No;No;32;10;Yes;No;A;No;No;Yes;Yes;A;Yes;Electronic check;89.5;863.1;Yes;1
3426;Female;0;Yes;Yes;28;28;Yes;No;A;No;No;No;No;B;Yes;Bank transfer (automatic);70.4;1992.2;No;1
3427;Male;0;No;No;57;1;Yes;No;A;No;No;No;No;A;Yes;Electronic check;69.8;69.8;Yes;5
3428;Female;0;Yes;No;47;21;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;94.3;1948.35;No;5
3429;Male;1;Yes;No;90;51;Yes;Yes;A;Yes;No;Yes;No;A;Yes;Bank transfer (automatic);93.8;4750.95;Yes;3
3430;Female;0;Yes;Yes;24;53;Yes;No;No;;No;No online banking;No online banking;B;No;Bank transfer (automatic);19.55;1007.9;No;2
3431;Male;0;No;Yes;19;53;Yes;No;A;Yes;No;No;Yes;B;No;Electronic check;95.95;5036.9;No;5
3432;Male;0;Yes;No;43;24;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;101.05;2391.8;Yes;1
3433;Female;0;Yes;No;55;70;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);94.8;6859.05;No;5
3434;Male;0;No;No;48;61;Yes;Yes;A;Yes;No;Yes;Yes;B;Yes;Electronic check;107.75;6521.9;No;1
3435;Female;0;No;No;30;11;Yes;No;B;Yes;Yes;No;No;B;Yes;Mailed check;54.6;617.85;No;5
3436;Male;0;No;No;23;2;Yes;No;A;No;No;No;No;A;Yes;Credit card (automatic);71.3;157.75;No;4
3437;Male;0;No;No;43;25;Yes;No;No;;No;No online banking;No online banking;B;Yes;Bank transfer (automatic);19.5;516.3;No;2
3438;Female;0;No;No;48;41;Yes;Yes;B;No;No;No;No;B;Yes;Credit card (automatic);56.3;2364;No;1
3439;Male;0;Yes;No;54;18;Yes;Yes;A;No;No;Yes;Yes;A;Yes;Electronic check;94.7;1687.95;Yes;4
3440;Male;1;Yes;No;96;72;Yes;Yes;A;No;No;Yes;Yes;C;Yes;Bank transfer (automatic);104.15;7689.95;Yes;5
3441;Female;0;Yes;Yes;51;71;Yes;Yes;B;Yes;Yes;Yes;Yes;C;Yes;Credit card (automatic);90.55;6239.05;No;3
3442;Female;0;Yes;Yes;19;34;Yes;No;B;Yes;No;No;No;B;Yes;Mailed check;60.8;2042.05;No;2
3443;Male;0;No;No;48;29;Yes;No;A;No;Yes;Yes;Yes;A;Yes;Credit card (automatic);98.8;2807.1;No;1
3444;Male;1;Yes;No;64;40;Yes;No;A;Yes;Yes;Yes;No;B;Yes;Credit card (automatic);98.15;4116.8;No;4
3445;Male;0;Yes;No;44;36;No;;B;Yes;No;No;No;B;No;Mailed check;35.35;1317.95;No;1
3446;Female;0;Yes;No;55;46;Yes;Yes;A;No;Yes;Yes;Yes;B;Yes;Electronic check;103.15;4594.65;No;2
3447;Female;0;No;No;52;58;Yes;Yes;A;Yes;No;Yes;Yes;B;Yes;Electronic check;107.75;6332.75;No;5
3448;Male;0;No;No;18;39;Yes;Yes;A;No;No;No;No;B;No;Credit card (automatic);81.4;3213.75;No;5
3449;Male;0;Yes;Yes;34;4;Yes;No;B;No;Yes;No;Yes;A;No;Credit card (automatic);61.45;229.55;Yes;5
3450;Female;0;Yes;Yes;59;52;Yes;Yes;A;No;No;Yes;No;B;Yes;Credit card (automatic);95.7;4976.15;No;4
3451;Male;1;Yes;No;79;70;Yes;Yes;A;No;No;Yes;Yes;B;Yes;Electronic check;104.8;7308.95;No;2
3452;Male;1;Yes;No;87;65;Yes;No;A;No;No;No;No;B;Yes;Bank transfer (automatic);70.95;4555.2;No;5
